ID, Name, Background, Body, Feathers, Beak, Eyes, Eyewear, Headwear, Outfit
1375, #1375, Yellow, Brave, White, Short, Discerning, , Starbucks Hat, McDonalds Shirt
1376, #1376, Green, Tabby, Blue, Short, Discerning, , McDonald's Visor, Burger King Uniform
1377, #1377, Blue, Guardian, White, Long, Angry, , Wendy's Hat, Taco Bell Shirt
1378, #1378, Purple, Stark, Purple, Short, Relaxed, , , Dominos Shirt
1379, #1379, Pink, Crescent, Red, Long, Angry, , In-N-Out Burger Hat, Subway Shirt
1380, #1380, Purple, Crescent, Red, Small, , Sunglasses, Dominos Hat, Taco Bell Shirt
1381, #1381, Green, Crescent, White, Long, Side-Eye, , Dunkin' Donuts Visor, 
1382, #1382, Green, Tranquil, Green, Short, Fire, , Burger King Hat, 
1383, #1383, Yellow, Tabby, Purple, Small, Side-Eye, , McDonald's Box Hat, McDonalds Polo
1384, #1384, Purple, Emperor, Green, Small, Open, , Walmart Hat, Walmart Shirt
1385, #1385, Pink, Golden, Legendary Emperor, Small, , , Burger King Crown, 
1386, #1386, Blue, Tabby, Black, Short, Angry, , Dunkin' Donuts Visor, 
1387, #1387, Yellow, Professor, Pink, Small, Discerning, , , McDonalds Shirt
1388, #1388, Yellow, Brave, Gray, Short, Side-Eye, , Walmart Hat, McDonalds Shirt
1389, #1389, Green, Brave, Blue, Small, Open, , Subway Visor, Dominos Shirt
1390, #1390, Purple, Stark, Blue, Short, Rainbow, , Dunkin' Donuts Hat, KFC Shirt
1391, #1391, Green, Tranquil, Pink, Short, Fire, , Burger King Visor, McDonalds Polo
1392, #1392, Pink, Crescent, Pink, Small, Adorable, , McDonald's Bucket Hat, Janitor Shirt
1393, #1393, Gray, Tabby, Gray, Small, Angry, , Ice Cream, 
1394, #1394, Blue, Crescent, Green, Short, Adorable, , Dunkin' Donuts Visor, Ronald McDonald
1395, #1395, Gray, Sage, Green, Short, Open, , Denny's Hat, Subway Shirt
1396, #1396, Blue, Crescent, Red, Small, Relaxed, , Walmart Hat, Burger King Uniform
1397, #1397, Green, Stark, Purple, Short, Rainbow, , Dunkin' Donuts Visor, McDonalds Shirt
1398, #1398, Gray, Crescent, Pink, Small, Discerning, , Chick-fil-A Hat, 
1399, #1399, Pink, Guardian, Purple, Short, Discerning, , McDonald's Bucket Hat, Janitor Shirt
1400, #1400, Gray, Crescent, Blue, Small, Angry, , Walmart Hat 2, Dominos Shirt
1401, #1401, Blue, Tabby, Blue, Small, Open, , , KFC Shirt
1402, #1402, Green, Crescent, White, Long, Discerning, , Denny's Hat, McDonalds Shirt
1403, #1403, Yellow, Crescent, Blue, Short, Open, , Hamburger, KFC Shirt
1404, #1404, Purple, Guardian, Black, Short, Moon, , Walmart Hat, Subway Shirt
1405, #1405, Gray, Crescent, Green, Short, Side-Eye, , , Dominos Shirt
1406, #1406, Purple, Stark, Green, Short, Open, , McDonald's Bucket Hat, Burger King Uniform
1407, #1407, Green, Crescent, Blue, Short, Angry, , Walmart Hat 2, Walmart Shirt
1408, #1408, Green, Brave, Green, Short, Adorable, , McDonald's Bucket Hat, 
1409, #1409, Purple, Crescent, Brown, Small, Open, , In-N-Out Burger Hat, Janitor Shirt
1410, #1410, Blue, Emperor, Red, Short, Discerning, , Dominos Hat, 
1411, #1411, Purple, Tranquil, White, Short, Side-Eye, , Dunkin' Donuts Visor, Burger King Uniform
1412, #1412, Green, Crescent, Purple, Long, Open, , Ben & Jerry's Bucket Hat, Subway Shirt
1413, #1413, Yellow, Stark, White, Short, Angry, , Taco Bell Hat, Janitor Shirt
1414, #1414, Gray, Robot, Metal, Small, Open, , , Janitor Shirt
1415, #1415, Green, Stark, Green, Small, Side-Eye, , KFC Hat, Taco Bell Shirt
1416, #1416, Green, Stark, Black, Small, Moon, , McDonald's Hat, 
1417, #1417, Green, Crescent, Brown, Small, Angry, , , Taco Bell Shirt
1418, #1418, Pink, Tabby, Gray, Short, Angry, , Dunkin' Donuts Visor, Walmart Shirt
1419, #1419, Blue, Crescent, Pink, Small, Angry, , Burger King Visor, 
1420, #1420, Pink, Guardian, Blue, Short, Relaxed, , Dunkin' Donuts Visor, Ronald McDonald
1421, #1421, Yellow, Guardian, Blue, Short, Side-Eye, , McDonald's Box Hat, McDonalds Polo
1422, #1422, Green, Tabby, Pink, Short, Open, , Burger King Hat, KFC Shirt
1423, #1423, Yellow, Tranquil, Red, Small, Open, , Subway Visor, Janitor Shirt
1424, #1424, Purple, Tabby, Pink, Short, Discerning, , Burger King Hat, 
1425, #1425, Green, Sage, Gray, Long, Open, Eyepatch, Burger King Visor, Walmart Shirt
1426, #1426, Blue, Crescent, Pink, Small, Relaxed, , McDonald's Visor, McDonalds Shirt
1427, #1427, Gray, Sage, Pink, Short, Angry, , Sushi, Subway Shirt
1428, #1428, Pink, Tranquil, Gray, Small, Relaxed, , McDonald's Hat, McDonalds Polo
1429, #1429, Yellow, Crescent, Brown, Long, , 3d Glasses, McDonald's Hat, Taco Bell Shirt
1430, #1430, Purple, Crescent, Red, Short, Open, , Wendy's Hat, 
1431, #1431, Purple, Tranquil, Purple, Short, Relaxed, , KFC Bucket Hat, Taco Bell Shirt
1432, #1432, Green, Crescent, Gray, Short, Open, , , Walmart Shirt
1433, #1433, Purple, Crescent, Blue, Short, Open, , Taco, 
1434, #1434, Yellow, Tabby, Gray, Small, Relaxed, , KFC Bucket Hat, Walmart Shirt
1435, #1435, Blue, Tranquil, Blue, Small, Open, , KFC Bucket Hat, Starbucks Apron
1436, #1436, Yellow, Crescent, Black, Short, , Visor, McDonald's Visor, Taco Bell Shirt
1437, #1437, Pink, Skeleton, Bone, Short, Adorable, , Walmart Hat 2, 
1438, #1438, Yellow, Brave, Black, Small, Open, , Ice Cream, Subway Shirt
1439, #1439, Green, Tabby, Brown, Long, Open, , Dunkin' Donuts Visor, KFC Shirt
1440, #1440, Gray, Crescent, Red, Short, Open, , Pizza Hut Hat, Taco Bell Shirt
1441, #1441, Gray, Stark, Brown, Small, Angry, , Walmart Hat 2, Starbucks Apron
1442, #1442, Green, Stark, Red, Small, Relaxed, , Taco Bell Hat, KFC Shirt
1443, #1443, Blue, Brave, Gray, Long, Angry, , Ben & Jerry's Bucket Hat, Taco Bell Shirt
1444, #1444, Green, Emperor, Gray, Short, Discerning, , Chick-fil-A Hat, 
1445, #1445, Gray, Brave, Brown, Small, Discerning, , Dunkin' Donuts Hat, Dominos Shirt
1446, #1446, Blue, Crescent, Black, Small, Angry, , Dominos Hat, Burger King Uniform
1447, #1447, Pink, Crescent, Brown, Long, Angry, , , McDonalds Polo
1448, #1448, Yellow, Crescent, Green, Small, Angry, , Burger King Visor, Walmart Shirt
1449, #1449, Pink, Tranquil, Blue, Short, Angry, , Dominos Hat, Dominos Shirt
1450, #1450, Yellow, Crescent, Green, Small, Relaxed, , Sushi, Taco Bell Shirt
1451, #1451, Gray, Tabby, Green, Long, Open, , Walmart Hat, Burger King Uniform
1452, #1452, Purple, Sage, Blue, Short, Angry, , Walmart Hat 2, 
1453, #1453, Blue, Tabby, Red, Small, Open, , Taco, Subway Shirt
1454, #1454, Green, Crescent, Gray, Long, Moon, , , KFC Shirt
1455, #1455, Pink, Guardian, Purple, Long, Discerning, , McDonald's Visor, Janitor Shirt
1456, #1456, Pink, Tranquil, Pink, Long, Relaxed, , , McDonalds Polo
1457, #1457, Yellow, Crescent, Brown, Short, Angry, , Vintage McDonald's Hat, McDonalds Shirt
1458, #1458, Gray, Stark, Red, Short, Open, , Starbucks Hat, Dominos Shirt
1459, #1459, Pink, Stark, Pink, Short, , Black-rimmed Glasses, Taco Bell Hat, Taco Bell Shirt
1460, #1460, Pink, Tranquil, Pink, Long, Open, , McDonald's Visor, Dominos Shirt
1461, #1461, Gray, Professor, Black, Small, Angry, , Hamburger, Walmart Shirt
1462, #1462, Gray, Stark, Red, Short, Discerning, , Dominos Hat, 
1463, #1463, Green, Stark, Blue, Long, Side-Eye, , Dunkin' Donuts Hat, McDonalds Polo
1464, #1464, Gray, Crescent, Red, Small, Discerning, , Pizza Hut Hat, Starbucks Apron
1465, #1465, Purple, Tabby, Red, Short, Relaxed, , Walmart Hat 2, 
1466, #1466, Blue, Crescent, Red, Small, Angry, , , Burger King Uniform
1467, #1467, Yellow, Tabby, Purple, Small, Relaxed, , Walmart Hat 2, KFC Shirt
1468, #1468, Purple, Crescent, White, Short, Relaxed, , Hooters Hat, Walmart Shirt
1469, #1469, Yellow, Stark, Brown, Small, Open, , , Burger King Uniform
1470, #1470, Green, Stark, White, Short, Open, , Walmart Hat 2, 
1471, #1471, Green, Guardian, Gray, Short, Angry, , Sushi Headband, 
1472, #1472, Green, Crescent, Pink, Small, Discerning, , Sushi, 
1473, #1473, Green, Brave, Blue, Short, Open, , Walmart Hat, Walmart Shirt
1474, #1474, Purple, Tabby, Gray, Small, Discerning, , , McDonalds Polo
1475, #1475, Green, Crescent, White, Small, Angry, , Denny's Hat, 
1476, #1476, Purple, Brave, Black, Small, Angry, , , Subway Shirt
1477, #1477, Pink, Tabby, Purple, Short, Open, , In-N-Out Burger Hat, McDonalds Polo
1478, #1478, Pink, Tabby, White, Small, Open, , Burger King Hat, Subway Shirt
1479, #1479, Blue, Emperor, Gray, Small, Open, , McDonald's Bucket Hat, 
1480, #1480, Green, Tranquil, Black, Long, Angry, , Ben & Jerry's Bucket Hat, KFC Shirt
1481, #1481, Purple, Crescent, Brown, Small, Fire, , Subway Visor, Janitor Shirt
1482, #1482, Green, Crescent, Blue, Small, Moon, , , Subway Shirt
1483, #1483, Purple, Brave, Black, Small, Angry, , Hamburger, KFC Shirt
1484, #1484, Blue, Sage, White, Small, Fire, , Walmart Hat 2, 
1485, #1485, Yellow, Crescent, Red, Long, Angry, , In-N-Out Burger Hat, 
1486, #1486, Blue, Stark, Black, Short, Relaxed, , Burger King Hat, Starbucks Apron
1487, #1487, Yellow, Tranquil, Black, Short, Angry, , , Dominos Shirt
1488, #1488, Gray, Tranquil, Blue, Long, Side-Eye, , Walmart Hat 2, KFC Shirt
1489, #1489, Pink, Skeleton, Bone, Small, Relaxed, , McDonald's Hat, 
1490, #1490, Yellow, Tranquil, Green, Small, Moon, , , Burger King Uniform
1491, #1491, Blue, Crescent, Black, Short, Open, , McDonald's Bucket Hat, Janitor Shirt
1492, #1492, Gray, Guardian, Pink, Long, Open, , , Burger King Uniform
1493, #1493, Blue, Professor, Gray, Small, Open, , Burger King Hat, Subway Shirt
1494, #1494, Gray, Guardian, Pink, Small, Open, , , Walmart Shirt
1495, #1495, Pink, Crescent, Gray, Long, Relaxed, , McDonald's Hat, 
1496, #1496, Green, Skeleton, Bone, Small, Angry, , Burger King Visor, 
1497, #1497, Green, Crescent, Brown, Small, Angry, , Taco, Subway Shirt
1498, #1498, Pink, Tranquil, Pink, Small, Angry, , Starbucks Hat, 
1499, #1499, Pink, Stark, Pink, Long, Side-Eye, Eyepatch, McDonald's Hat, Janitor Shirt
1500, #1500, Yellow, Tabby, Purple, Small, Diamond, , Walmart Hat, McDonalds Shirt
1501, #1501, Purple, Stark, Green, Short, Discerning, , , Subway Shirt
1502, #1502, Green, Crescent, Purple, Small, Open, , Ice Cream Cone, Burger King Uniform
1503, #1503, Purple, Stark, Blue, Small, Adorable, , Pizza Hut Hat, 
1504, #1504, Gray, Guardian, Pink, Short, Angry, , Burger King Visor, McDonalds Polo
1505, #1505, Yellow, Crescent, Black, Short, Relaxed, , KFC Hat, Burger King Uniform
1506, #1506, Yellow, Stark, Black, Short, Open, , Dunkin' Donuts Hat, 
1507, #1507, Yellow, Professor, Pink, Long, Side-Eye, , McDonald's Bucket Hat, Dominos Shirt
1508, #1508, Purple, Stark, Red, Long, Open, , Burger King Hat, Burger King Uniform
1509, #1509, Purple, Crescent, Black, Short, Relaxed, , Twin Peaks Hat, 
1510, #1510, Green, Crescent, Blue, Small, Side-Eye, , Walmart Hat 2, McDonalds Polo
1511, #1511, Yellow, Emperor, Brown, Small, Open, , Chick-fil-A Hat, Taco Bell Shirt
1512, #1512, Gray, Tabby, Red, Small, Side-Eye, , Ice Cream Cone, Starbucks Apron
1513, #1513, Purple, Tabby, Blue, Long, Discerning, , KFC Hat, Burger King Uniform
1514, #1514, Pink, Stark, Black, Small, Discerning, , McDonald's Hat, 
1515, #1515, Blue, Stark, Red, Small, Side-Eye, , Dunkin' Donuts Visor, Dominos Shirt
1516, #1516, Pink, Crescent, Purple, Short, Relaxed, , , Dominos Shirt
1517, #1517, Purple, Crescent, Brown, Short, Side-Eye, , , McDonalds Shirt
1518, #1518, Pink, Tabby, Green, Small, Side-Eye, , Starbucks Hat, Subway Shirt
1519, #1519, Gray, Ruby Skeleton, Legendary Bone, Small, Open, , Walmart Hat, 
1520, #1520, Blue, Crescent, Blue, Short, Open, , Walmart Hat, 
1521, #1521, Green, Tabby, Blue, Long, Side-Eye, , Dunkin' Donuts Hat, KFC Shirt
1522, #1522, Blue, Tranquil, White, Small, Discerning, , Walmart Hat, Dominos Shirt
1523, #1523, Pink, Crescent, Red, Small, Discerning, , KFC Hat, Burger King Uniform
1524, #1524, Blue, Crescent, White, Short, Open, , Wendy's Hat, Subway Shirt
1525, #1525, Pink, Crescent, Purple, Short, Angry, , Sushi Headband, Ronald McDonald
1526, #1526, Yellow, Tabby, White, Small, Open, , Walmart Hat, McDonalds Shirt
1527, #1527, Pink, Tabby, Blue, Small, Open, , Walmart Hat, 
1528, #1528, Gray, Crescent, Gray, Short, Open, , McDonald's Hat, McDonalds Shirt
1529, #1529, Blue, Tranquil, Green, Short, , 3d Glasses, Hooters Hat, Taco Bell Shirt
1530, #1530, Green, Crescent, Gray, Small, Discerning, , Dominos Hat, Janitor Shirt
1531, #1531, Blue, Crescent, Black, Short, Diamond, , Walmart Hat, Taco Bell Shirt
1532, #1532, Gray, Crescent, White, Long, Angry, , KFC Hat, Subway Shirt
1533, #1533, Gray, Tranquil, Pink, Short, Open, , Dunkin' Donuts Visor, Dominos Shirt
1534, #1534, Green, Crescent, Brown, Short, Open, , Chick-fil-A Hat, Janitor Shirt
1535, #1535, Gray, Crescent, Red, Small, Discerning, , Denny's Hat, Walmart Shirt
1536, #1536, Yellow, Crescent, Gray, Small, Angry, , Ben & Jerry's Bucket Hat, McDonalds Shirt
1537, #1537, Purple, Brave, Purple, Small, Angry, , McDonald's Visor, Subway Shirt
1538, #1538, Yellow, Stark, Green, Small, Discerning, , Ice Cream Cone, 
1539, #1539, Gray, Tranquil, Green, Small, Discerning, , , Walmart Shirt
1540, #1540, Purple, Guardian, Gray, Small, Discerning, , McDonald's Bucket Hat, 
1541, #1541, Gray, Crescent, Green, Short, Angry, , In-N-Out Burger Hat, Dominos Shirt
1542, #1542, Blue, Tranquil, Purple, Long, Fire, , , Dominos Shirt
1543, #1543, Green, Brave, Pink, Long, Adorable, , Dominos Hat, 
1544, #1544, Pink, Crescent, Red, Long, Discerning, , Walmart Hat 2, Janitor Shirt
1545, #1545, Yellow, Tranquil, Blue, Short, Discerning, , Walmart Hat, 
1546, #1546, Gray, Tranquil, Purple, Short, Angry, , McDonald's Hat, Ronald McDonald
1547, #1547, Purple, Stark, Red, Short, Discerning, , Hooters Hat, McDonalds Shirt
1548, #1548, Blue, Sage, White, Small, Open, , , Janitor Shirt
1549, #1549, Purple, Stark, Purple, Short, Discerning, , , McDonalds Polo
1550, #1550, Green, Stark, Purple, Short, Discerning, , Subway Visor 2, McDonalds Polo
1551, #1551, Pink, Crescent, Pink, Short, , Visor, Walmart Hat, McDonalds Shirt
1552, #1552, Blue, Crescent, Gray, Long, Angry, , , Dominos Shirt
1553, #1553, Purple, Tranquil, Purple, Small, Open, , Walmart Hat, McDonalds Polo
1554, #1554, Yellow, Crescent, Brown, Long, Angry, , McDonald's Box Hat, Dominos Shirt
1555, #1555, Pink, Brave, Brown, Long, Relaxed, , Subway Visor, Janitor Shirt
1556, #1556, Yellow, Crescent, Purple, Small, Open, , Wendy's Hat, Ronald McDonald
1557, #1557, Blue, Crescent, Green, Short, Open, , Chick-fil-A Hat, 
1558, #1558, Green, Brave, Gray, Small, Relaxed, , Denny's Hat, McDonalds Shirt
1559, #1559, Green, Crescent, Blue, Short, Relaxed, , , Taco Bell Shirt
1560, #1560, Yellow, Professor, Purple, Short, , Rose-Colored Glasses, Ice Cream, 
1561, #1561, Green, Crescent, Brown, Small, Side-Eye, , Pizza Hut Hat, Subway Shirt
1562, #1562, Green, Tranquil, Blue, Small, Discerning, , Taco Bell Hat, McDonalds Polo
1563, #1563, Blue, Crescent, Gray, Long, Side-Eye, , Burger King Visor, Taco Bell Shirt
1564, #1564, Blue, Crescent, Green, Short, Side-Eye, , McDonald's Hat, Burger King Uniform
1565, #1565, Pink, Crescent, Blue, Short, Angry, , Dunkin' Donuts Hat, Taco Bell Shirt
1566, #1566, Yellow, Crescent, Brown, Short, Angry, , Dunkin' Donuts Visor, Dominos Shirt
1567, #1567, Gray, Emperor, Gray, Small, Open, , Walmart Hat 2, Janitor Shirt
1568, #1568, Gray, Crescent, Green, Short, Discerning, , Wendy's Hat, Dominos Shirt
1569, #1569, Yellow, Brave, Gray, Long, Adorable, , Ben & Jerry's Bucket Hat, Starbucks Apron
1570, #1570, Gray, Stark, Green, Long, Side-Eye, , McDonald's Visor, 
1571, #1571, Gray, Professor, Blue, Long, Open, , Walmart Hat 2, Walmart Shirt
1572, #1572, Gray, Tabby, Red, Short, Relaxed, , Walmart Hat 2, Starbucks Apron
1573, #1573, Blue, Golden, Legendary Professor, Small, Open, , Walmart Hat 2, Walmart Shirt
1574, #1574, Green, Stark, Pink, Small, Heart, , Popcorn, Starbucks Apron
1575, #1575, Blue, Crescent, Pink, Long, Angry, , Burger King Hat, McDonalds Shirt
1576, #1576, Blue, Crescent, Pink, Long, Angry, , Walmart Hat, Taco Bell Shirt
1577, #1577, Green, Crescent, Red, Short, Open, , Walmart Hat, 
1578, #1578, Blue, Crescent, Blue, Short, Diamond, , Burger King Hat, Janitor Shirt
1579, #1579, Gray, Tabby, Blue, Small, Open, , KFC Hat, Walmart Shirt
1580, #1580, Pink, Guardian, Red, Long, , 3d Glasses, Sushi, McDonalds Polo
1581, #1581, Pink, Professor, Pink, Short, Discerning, , Taco Bell Hat, Dominos Shirt
1582, #1582, Yellow, Tranquil, Pink, Short, Open, , Burger King Hat, Burger King Uniform
1583, #1583, Blue, Crescent, Purple, Long, Relaxed, , In-N-Out Burger Hat, 
1584, #1584, Yellow, Stark, Green, Small, Open, , Starbucks Hat, Taco Bell Shirt
1585, #1585, Gray, Guardian, Gray, Small, Relaxed, , Dunkin' Donuts Visor, 
1586, #1586, Gray, Professor, Blue, Small, Open, , Dunkin' Donuts Visor, Walmart Shirt
1587, #1587, Gray, Crescent, Black, Small, Discerning, , Taco Bell Hat, Dominos Shirt
1588, #1588, Blue, Crescent, Brown, Small, Discerning, , Hamburger, Burger King Uniform
1589, #1589, Purple, Stark, White, Small, Rainbow, , Vintage McDonald's Hat, 
1590, #1590, Purple, Guardian, Blue, Small, , Rose-Colored Glasses, McDonald's Hat, Taco Bell Shirt
1591, #1591, Green, Skeleton, Bone, Small, Angry, , Dominos Hat, 
1592, #1592, Pink, Crescent, Gray, Small, Side-Eye, , Twin Peaks Hat, Walmart Shirt
1593, #1593, Purple, Tranquil, Purple, Small, Angry, , Walmart Hat 2, McDonalds Polo
1594, #1594, Blue, Stark, White, Small, Relaxed, , Sushi, 
1595, #1595, Blue, Brave, Green, Small, Discerning, , Walmart Hat, Burger King Uniform
1596, #1596, Green, Skeleton, Bone, Small, Discerning, , Starbucks Hat, 
1597, #1597, Purple, Professor, White, Short, , Rose-Colored Glasses, , Janitor Shirt
1598, #1598, Green, Crescent, White, Short, Open, , Burger King Hat, McDonalds Shirt
1599, #1599, Pink, Guardian, Black, Short, Relaxed, , McDonald's Bucket Hat, Walmart Shirt
1600, #1600, Green, Crescent, Red, Long, Side-Eye, , McDonald's Bucket Hat, Starbucks Apron
1601, #1601, Pink, Crescent, Purple, Short, Open, , McDonald's Hat, Dominos Shirt
1602, #1602, Pink, Stark, Pink, Small, Diamond, , , Burger King Uniform
1603, #1603, Purple, Brave, Gray, Small, , Black-rimmed Glasses, Subway Visor, McDonalds Shirt
1604, #1604, Green, Tranquil, Blue, Long, Open, , Pizza Hut Hat, 
1605, #1605, Blue, Stark, Blue, Short, Adorable, , Taco Bell Hat, Taco Bell Shirt
1606, #1606, Green, Crescent, White, Small, Relaxed, , Burger King Visor, Starbucks Apron
1607, #1607, Green, Guardian, Gray, Small, Heart, , Ben & Jerry's Bucket Hat, McDonalds Polo
1608, #1608, Pink, Crescent, Gray, Long, Relaxed, , Denny's Hat, Dominos Shirt
1609, #1609, Green, Professor, Brown, Small, Open, , Walmart Hat 2, Dominos Shirt
1610, #1610, Green, Guardian, Red, Short, Angry, , Burger King Visor, 
1611, #1611, Pink, Robot, Metal, Short, Open, , McDonald's Bucket Hat, Walmart Shirt
1612, #1612, Green, Crescent, Purple, Small, Open, , Burger King Hat, Dominos Shirt
1613, #1613, Gray, Stark, Pink, Short, Open, , , McDonalds Shirt
1614, #1614, Pink, Professor, Blue, Small, Heart, , Popcorn, McDonalds Shirt
1615, #1615, Yellow, Tranquil, Purple, Short, Relaxed, , Burger King Hat, Starbucks Apron
1616, #1616, Gray, Brave, Black, Small, Side-Eye, , Ben & Jerry's Bucket Hat, 
1617, #1617, Green, Guardian, Black, Short, Heart, , , Taco Bell Shirt
1618, #1618, Green, Emperor, Gray, Short, Relaxed, , Starbucks Hat, Taco Bell Shirt
1619, #1619, Blue, Crescent, Red, Small, Open, , McDonald's Hat, McDonalds Shirt
1620, #1620, Yellow, Stark, Purple, Short, Side-Eye, , Starbucks Hat, 
